,country,code,indicator,indicator_code,year,gdp 
4233,American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,1976,
4234,Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,1976,
4235,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1976,104921000000.0
4236,Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,1976,42959976068.0
4237,Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,1976,
4238,Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,1976,448412753.6
4239,Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,1976,71113883177.0
4240,Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,1976,698408244.4
4241,Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,1976,976547572.2
4242,Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,1976,10117113333.0
4243,Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,1976,
4244,Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,1976,
4245,"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,1976,642100000.0
4246,Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,1976,
4247,Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,1976,
4248,Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,1976,96905829.6
4249,Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,1976,386300000.0
4250,Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,1976,2731984008.0
4251,Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,1976,152678000000.0
4252,Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,1976,435911268.6
4253,Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,1976,1423061357.0
4254,Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,1976,
4255,Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,1976,372010119.6
4256,Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,1976,451152450.0
4257,Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1976,206576000000.0
4258,Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,1976,
4259,Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,1976,66493313570.0
4260,Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,1976,
4261,Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,1976,10341925249.0
4262,China,CHN,GDP (current US$),NY.GDP.MKTP.CD,1976,153940000000.0
4263,Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,1976,4662053708.0
4264,Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,1976,3076592431.0
4265,"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,1976,9648583225.0
4266,"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,1976,754549600.5
4267,Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,1976,15341403660.0
4268,Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,1976,
4269,Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,1976,
4270,Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,1976,2412555426.0
4271,Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1976,7932122913.0
4272,Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,1976,13789579903.0
4273,Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,1976,
4274,Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,1976,
4275,Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,1976,576090073.7
4276,Czech Republic,CZE,GDP (current US$),NY.GDP.MKTP.CD,1976,
4277,Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,1976,519754000000.0
4278,Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,1976,
4279,Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,1976,
4280,Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,1976,44575892473.0
4281,Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,1976,3951500000.0
4282,Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1976,17728347375.0
4283,East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,1976,250648000000.0
4284,Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,1976,693419000000.0
4285,East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,1976,1026750000000.0
4286,Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,1976,
4287,Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,1976,2403600000000.0
4288,Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1976,9091924305.0
4289,"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,1976,13315988083.0
4290,Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,1976,1568100000000.0
4291,Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,1976,
4292,Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1976,118507000000.0
4293,Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,1976,
4294,Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1976,
4295,European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1976,1770550000000.0
4296,Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1976,92662629636.0
4297,Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1976,31849514233.0
4298,Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1976,694552411.7
4299,France,FRA,GDP (current US$),NY.GDP.MKTP.CD,1976,372319000000.0
4300,Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,1976,
4301,"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,1976,
4302,Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,1976,3009409971.0
4303,United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,1976,232615000000.0
4304,Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,1976,
4305,Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1976,2765254237.0
4306,Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,1976,
4307,Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,1976,
4308,"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,1976,112189468.5
4309,Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,1976,112386489.0
4310,Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,1976,103653049.9
4311,Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,1976,31152840485.0
4312,Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,1976,
4313,Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,1976,240780413.6
4314,Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1976,4365300200.0
4315,Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,1976,
4316,Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,1976,454440000.0
4317,High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1976,5106640000000.0
4318,"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1976,12876366009.0
4319,Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,1976,1347999950.0
4320,Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,1976,67509688137.0
4321,Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,1976,
4322,Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,1976,879000000.0
4323,Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,1976,
4324,IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,1976,1280270000000.0
4325,IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,1976,1442530000000.0
4326,IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,1976,164337000000.0
4327,IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,1976,70214170047.0
4328,Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,1976,37269156627.0
4329,IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,1976,94947145588.0
4330,Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,1976,
4331,India,IND,GDP (current US$),NY.GDP.MKTP.CD,1976,102717000000.0
4332,Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,1976,
4333,Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1976,9465078121.0
4334,"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,1976,68055295080.0
4335,Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,1976,17754825601.0
4336,Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,1976,1671997859.0
4337,Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,1976,15183125000.0
4338,Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,1976,224717000000.0
4339,Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,1976,2966010230.0
4340,Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,1976,1708734940.0
4341,Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,1976,586162000000.0
4342,Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,1976,
4343,Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1976,3474542392.0
4344,Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,1976,
4345,Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,1976,
4346,Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,1976,41109617.5
4347,St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,1976,30095602.29
4348,"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,1976,29902479339.0
4349,Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,1976,13131668947.0
4350,Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,1976,404287000000.0
4351,Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,1976,
4352,Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,1976,
4353,Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,1976,
4354,Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,1976,
4355,St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,1976,
4356,Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,1976,435587000000.0
4357,Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,1976,
4358,Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,1976,58909133096.0
4359,Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,1976,272493879.0
4360,Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1976,3591319857.0
4361,Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,1976,316386000000.0
4362,Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,1976,1390020000000.0
4363,Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,1976,147654093.8
4364,Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,1976,788424000000.0
4365,Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,1976,
4366,Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,1976,3544268025.0
4367,Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,1976,
4368,"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,1976,
4369,St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,1976,
4370,Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,1976,9584323309.0
4371,Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,1976,735339911.9
4372,Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,1976,
4373,Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,1976,2181844194.0
4374,Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,1976,
4375,Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,1976,193638000000.0
4376,Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1976,89025974026.0
4377,Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,1976,
4378,Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,1976,1336370000000.0
4379,North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,1976,
4380,Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,1976,939227993.7
4381,Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,1976,527936988.8
4382,Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,1976,
4383,Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,1976,
4384,Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,1976,
4385,Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,1976,
4386,Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,1976,
4387,Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,1976,
4388,Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,1976,775046377.6
4389,Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,1976,704033525.4
4390,Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,1976,670317634.2
4391,Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1976,11050125905.0
4392,North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,1976,2080370000000.0
4393,Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,1976,
4394,New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,1976,798310509.6
4395,Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,1976,1064517575.0
4396,Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,1976,36308883249.0
4397,Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,1976,1847871372.0
4398,Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,1976,109169000000.0
4399,Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,1976,35942270686.0
4400,Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,1976,1452792989.0
4401,Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,1976,
4402,New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,1976,13604832424.0
4403,OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,1976,5070930000000.0
4404,Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,1976,2560220035.0
4405,Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,1976,16791986411.0
4406,Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1976,13168080808.0
4407,Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,1976,2588106000.0
4408,Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,1976,15947709380.0
4409,Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,1976,17097563270.0
4410,Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,1976,
4411,Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,1976,1511856584.0
4412,Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,1976,
4413,Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,1976,62441653343.0
4414,Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1976,8968600000.0
4415,"Korea, Dem. People’s Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,1976,
4416,Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,1976,20332834218.0
4417,Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,1976,1698960317.0
4418,West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,1976,
4419,Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,1976,1139393810.0
4420,Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,1976,4934580000000.0
4421,French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,1976,732286143.3
4422,Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,1976,3284301332.0
4423,Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,1976,
4424,Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,1976,
4425,Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,1976,637754162.1
4426,South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,1976,132652000000.0
4427,Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,1976,64005665722.0
4428,Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1976,6979333333.0
4429,Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1976,2869777812.0
4430,Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,1976,6327077974.0
4431,Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,1976,83099107.91
4432,Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,1976,594895672.3
4433,El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,1976,2328280100.0
4434,San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,1976,
4435,Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,1976,807275808.7
4436,Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,1976,
4437,Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,1976,147268000000.0
4438,South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,1976,
4439,Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,1976,148002000000.0
4440,Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,1976,26336537269.0
4441,Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,1976,
4442,Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,1976,505500000.0
4443,Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,1976,
4444,Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,1976,
4445,Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,1976,89362071673.0
4446,Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,1976,272539098.4
4447,Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,1976,
4448,Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,1976,49278979.55
4449,Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,1976,7633528921.0
4450,Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,1976,
4451,Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,1976,866044961.0
4452,East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,1976,250133000000.0
4453,Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,1976,
4454,Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,1976,619375134.2
4455,Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1976,16985211146.0
4456,Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,1976,
4457,Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,1976,
4458,Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,1976,409692000000.0
4459,Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,1976,
4460,Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,1976,
4461,Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,1976,30036416.96
4462,South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,1976,132652000000.0
4463,Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,1976,148002000000.0
4464,Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,1976,2500410584.0
4465,Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,1976,4507929104.0
4466,Turkey,TUR,GDP (current US$),NY.GDP.MKTP.CD,1976,51280134554.0
4467,Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,1976,
4468,Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,1976,
4469,Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,1976,2447300000.0
4470,Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,1976,
4471,Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,1976,1024360000000.0
4472,Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1976,3667161241.0
4473,United States,USA,GDP (current US$),NY.GDP.MKTP.CD,1976,1873410000000.0
4474,Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,1976,
4475,St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,1976,32792480.97
4476,"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,1976,31419534884.0
4477,British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,1976,
4478,Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,1976,
4479,Vietnam,VNM,GDP (current US$),NY.GDP.MKTP.CD,1976,
4480,Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,1976,
4481,World,WLD,GDP (current US$),NY.GDP.MKTP.CD,1976,6438080000000.0
4482,Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,1976,
4483,Kosovo,XKX,GDP (current US$),NY.GDP.MKTP.CD,1976,
4484,"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,1976,
4485,South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,1976,36603349968.0
4486,Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,1976,2746714286.0
4487,Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,1976,4318372000.0
4488,Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,1977,
4489,Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,1977,2953333418.0
4490,Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1977,
4491,Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1977,
4492,Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1977,254020153.3
4493,Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1977,167531000000.0
4494,United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1977,24871775165.0
4495,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1977,56781000101.0
4496,Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,1977,
4497,American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,1977,
4498,Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,1977,77496753.7
4499,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1977,110202000000.0
4500,Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,1977,51545759221.0
4501,Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,1977,
4502,Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,1977,547535555.6
4503,Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,1977,82839905346.0
4504,Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,1977,750049739.2
4505,Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,1977,1131225279.0
4506,Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,1977,9651149302.0
4507,Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,1977,
4508,Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,1977,
4509,"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,1977,713000000.0
4510,Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,1977,
4511,Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,1977,
4512,Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,1977,117650000.0
4513,Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,1977,447000000.0
4514,Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,1977,3227436282.0
4515,Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,1977,176171000000.0
4516,Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,1977,495097667.9
4517,Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,1977,1732721161.0
4518,Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,1977,
4519,Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,1977,451603325.4
4520,Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,1977,507298120.7
4521,Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1977,211612000000.0
4522,Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,1977,
4523,Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,1977,71017619472.0
4524,Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,1977,
4525,Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,1977,13962893422.0
4526,China,CHN,GDP (current US$),NY.GDP.MKTP.CD,1977,174938000000.0
4527,Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,1977,6265067858.0
4528,Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,1977,3366368665.0
4529,"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,1977,12344424764.0
4530,"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,1977,765224030.6
4531,Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,1977,19470960619.0
4532,Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,1977,
4533,Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,1977,
4534,Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,1977,3072427013.0
4535,Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1977,9210483133.0
4536,Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,1977,14206158675.0
4537,Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,1977,
4538,Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,1977,
4539,Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,1977,734887974.0
4540,Czech Republic,CZE,GDP (current US$),NY.GDP.MKTP.CD,1977,
4541,Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,1977,600498000000.0
4542,Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,1977,
4543,Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,1977,45872947.41
